Id,MSSubClass,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Log_SalePrice,Log_GrLivArea,Log_LotArea,Log_TotalBsmtSF,TotalSF,Age,Qual_GrLivArea
202,20,75.0,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.07183611428306244,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,No,ALQ,641,LwQ,279,276,1196,GasA,3,Y,SBrkr,1279,0,0,1279,0,1,2,0,3,1,3,6,Typ,2,2,1980.0,Unf,2,473,3,3,Y,238,83,0,0,0,0,0,2,2008,WD,171500,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,12.052344376474922,-0.34183738571522326,0.21635170602699805,0.2942529811789332,-0.11205860275444529,-0.1834650642921507,-0.14705290319553765
203,50,50.0,7000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,-0.07183611428306244,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,2,3,No,LwQ,617,Unf,0,0,617,GasA,4,Y,SBrkr,865,445,0,1310,0,0,2,0,2,1,3,6,Min1,0,0,1924.0,Unf,1,398,3,3,Y,0,0,126,0,0,0,0,5,2006,COD,112000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.626263078808801,-0.27001587302011065,-0.4972198867658789,-0.28295271852997556,-0.77918547056387,1.503054526719398,-0.13454596495206217
204,120,69.0,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.07183611428306244,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,4,3,PConc,4,3,Av,GLQ,662,Unf,0,186,848,GasA,5,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,1,4,2004.0,RFn,2,420,3,3,Y,149,0,0,0,0,0,0,1,2008,WD,149000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,11.91170829631447,-1.5740400148009617,-1.3781771425658822,-0.005675869164797419,-1.0604013582718574,-1.0763283771806176,-0.3616276400274445
205,50,50.0,3500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.7951514718918303,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,No,LwQ,312,Unf,0,408,720,GasA,3,Y,SBrkr,720,564,0,1284,0,0,1,1,2,1,3,5,Typ,0,0,1948.0,Unf,1,240,3,3,Y,0,35,0,0,0,0,0,4,2009,WD,110000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.608244735642321,-0.3301363924918459,-1.8371567381545386,-0.14836092228889564,-0.6854468413278743,0.8416742949501632,-0.7685744181002252
206,20,99.0,11851,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,0.6514792433257054,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,No,Unf,0,Unf,0,1424,1424,GasA,5,Y,SBrkr,1442,0,0,1442,0,0,2,0,3,1,3,5,Typ,0,0,1990.0,RFn,2,500,3,3,Y,0,34,0,508,0,0,0,5,2009,WD,180500,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.103491596905931,0.017911158433389432,0.5206687035451034,0.44648413308062257,0.36393885219716976,-0.5802932033536916,0.5492539755988787
207,20,40.0,13673,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,RRAe,Norm,-0.7951514718918303,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,No,Unf,0,Unf,0,1140,1140,GasA,3,Y,SBrkr,1696,0,0,1696,0,0,1,1,3,1,3,8,Min2,1,3,1962.0,RFn,1,349,3,3,Y,0,30,0,0,0,0,0,3,2007,WD,143900,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.87688084212164,0.5045352125336622,0.7971610790516391,0.252418948307492,0.3274173083389896,0.27950109794631367,-0.6474502378708332
208,20,69.0,12493,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,-1.518466829500598,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,No,ALQ,419,Rec,306,375,1100,GasA,3,Y,SBrkr,1100,0,0,1100,1,0,1,0,3,1,3,6,Typ,1,1,1960.0,RFn,1,312,3,3,Y,355,0,0,0,0,0,0,4,2008,WD,141000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.856522261533737,-0.7939570245351548,0.6226654854166799,0.22126065868557368,-0.44683942145443034,0.37870813271169884,-1.4459797592156003
209,60,69.0,14364,Pave,IR1,Low,AllPub,Inside,Mod,Norm,Norm,0.6514792433257054,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,4,3,CBlock,4,3,Gd,GLQ,1065,Unf,0,92,1157,GasA,5,Y,SBrkr,1180,882,0,2062,1,0,2,1,3,1,3,7,Typ,1,4,1988.0,Fin,2,454,3,3,Y,60,55,0,0,154,0,0,4,2007,WD,277000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.531776395271262,1.0906870326127547,0.8924805964913181,0.26533176560787153,0.7936756849284233,-0.5802932033536916,0.7672016529446573
210,20,75.0,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.07183611428306244,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,3,3,CBlock,4,3,No,Rec,787,Unf,0,305,1092,GasA,5,Y,SBrkr,1092,0,0,1092,1,0,1,0,3,1,3,6,Typ,0,0,1964.0,RFn,2,504,3,4,Y,0,0,0,0,0,0,0,7,2008,WD,145000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.884495917930655,-0.8158444576198164,-0.17957871638967918,0.2148933129931648,-0.4663175781787931,0.2464320863578519,-0.2295960988595956
211,30,67.0,5604,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.7951514718918303,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,CBlock,3,3,No,Rec,468,Unf,0,396,864,GasA,3,N,FuseA,864,0,0,864,1,0,1,0,2,1,3,5,Typ,0,0,1980.0,None,0,0,0,0,Y,0,0,96,0,0,0,0,4,2008,WD,98000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11.49273296168228,-1.5180047635934562,-0.9272227190610975,0.010625531461720017,-1.0214450448231318,1.5361235383078597,-0.9409530899081737
212,20,83.0,10420,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,-0.07183611428306244,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,Mn,GLQ,36,Unf,0,1176,1212,GasA,5,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,4,6,Typ,0,0,2009.0,RFn,2,460,3,3,Y,100,22,0,0,0,0,0,3,2010,WD,186000,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.133507329024972,-0.5031976737354499,0.27187584113719526,0.30584642498722014,-0.1741452273133516,-1.1755354119460029,-0.17515204900141132
213,60,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,822,Unf,0,78,900,GasA,5,Y,SBrkr,932,920,0,1852,1,0,2,1,3,1,4,7,Typ,1,3,2009.0,RFn,2,644,3,3,Y,168,108,0,0,0,0,0,7,2009,New,252678,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,12.439875187430008,0.7684815072889962,-0.09028126115933108,0.04622758999803625,0.22515698553608507,-1.2086044235344646,0.701741618316261
214,20,43.0,13568,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,-0.7951514718918303,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,No,ALQ,716,Unf,0,274,990,GasA,5,Y,SBrkr,990,0,0,990,0,1,1,0,3,1,3,5,Typ,0,0,1996.0,Unf,2,576,3,3,Y,224,0,0,0,0,0,0,7,2006,WD,156000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.957617696467539,-1.1098727702771154,0.7822566658225198,0.1293565621643658,-0.7146640764144183,-0.8448452960613855,-0.8817266194997083
215,60,69.0,10900,Pave,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,-0.07183611428306244,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,3,3,CBlock,4,3,No,GLQ,378,Unf,0,311,689,GasA,5,Y,SBrkr,689,703,0,1392,0,0,1,1,3,1,3,6,Typ,0,0,1977.0,Fin,1,299,3,3,Y,0,36,0,0,0,0,450,3,2010,WD,161750,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.993813394724253,-0.08792847437387302,0.35894513923540133,-0.1867323282040178,-0.5917082120918784,-0.11732704111522722,-0.10283741741072744
216,20,72.0,10011,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.7951514718918303,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,3,3,CBlock,3,3,No,BLQ,360,Unf,0,710,1070,GasA,3,Y,SBrkr,1236,0,0,1236,0,1,1,0,2,1,4,6,Min1,1,2,1957.0,Unf,1,447,3,3,Y,0,0,0,0,0,0,0,5,2006,WD,134450,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.808955099378537,-0.4443947943730164,0.1944604077773701,0.19713983166629137,-0.31779663315552703,0.4117771443001606,-0.78515513700674
217,20,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,4,3,PConc,4,3,Mn,GLQ,946,Unf,0,490,1436,GasA,5,Y,SBrkr,1436,0,0,1436,1,0,2,0,3,1,4,8,Typ,0,0,2004.0,Unf,2,484,3,3,Y,139,98,0,0,0,0,0,4,2008,WD,210000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.25486757159303,0.00540571967309267,-0.13327022431347535,0.45380592364738487,0.37124316096880583,-1.0763283771806176,0.5467133411591997
218,70,57.0,9906,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-1.518466829500598,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,686,686,GasA,2,N,SBrkr,810,518,0,1328,0,0,1,0,3,1,3,8,Typ,0,0,1940.0,Unf,1,210,3,3,Y,0,172,60,0,0,0,0,9,2006,WD,107000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,11.580593459194764,-0.2290884075288388,0.17407571577583733,-0.19053677173314024,-0.6732729933751475,1.4699855151309362,-1.3804025930484494
219,50,69.0,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,0.6514792433257054,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,4,4,CBlock,3,3,No,BLQ,341,Unf,0,457,798,GasA,5,Y,SBrkr,1137,817,0,1954,0,1,1,1,3,1,4,8,Typ,2,3,1939.0,Unf,2,431,3,3,Y,0,119,150,0,0,0,0,5,2008,WD,311500,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.649157827477366,0.9293039566682317,1.0594957208763771,-0.0586726203486991,0.22515698553608507,1.0731573760693953,0.7344146865226803
220,120,43.0,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,Av,GLQ,16,Unf,0,1232,1248,GasA,5,Y,SBrkr,1248,0,0,1248,0,0,2,0,2,1,4,5,Typ,0,0,2005.0,Fin,2,438,3,3,Y,108,0,0,0,0,0,0,3,2006,New,167240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,12.027191164883384,-0.4154198215238265,-2.128685706798437,0.3313821708650802,-0.08649352205371917,-1.1755354119460029,0.4612174314550317
221,20,73.0,8990,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Mn,Unf,0,Unf,0,1498,1498,GasA,5,Y,SBrkr,1498,0,0,1498,0,0,2,0,2,1,4,5,Typ,0,0,2006.0,RFn,2,675,3,3,Y,351,33,0,0,0,0,0,4,2006,New,204900,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,12.230282214644559,0.13218250910309307,-0.013509432930997,0.490686979591777,0.5221988755826172,-1.2086044235344646,0.5724696127744243
222,60,69.0,8068,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.07183611428306244,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,Unf,0,Unf,0,1010,1010,GasA,5,Y,SBrkr,1010,1257,0,2267,0,0,2,1,4,1,4,8,Typ,1,3,2002.0,RFn,2,390,3,3,Y,120,46,0,0,0,0,0,12,2009,ConLI,200000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,12.206077645517674,1.3750217372153049,-0.222705552879631,0.14680206578220484,0.8642840030542384,-0.9771213424152324,0.15191951074389354
223,60,85.0,11475,Pave,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,-0.07183611428306244,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,No,ALQ,550,Unf,0,163,713,GasA,3,Y,SBrkr,811,741,0,1552,1,0,2,1,3,1,3,6,Typ,1,3,1975.0,RFn,2,434,3,3,Y,209,208,0,0,0,0,0,2,2006,WD,179900,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.100161978566867,0.23839952564924274,0.45833451437056955,-0.15687921823031076,-0.3677094097617066,-0.1834650642921507,-0.046010931999154285
224,20,70.0,10500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,-1.518466829500598,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,524,LwQ,180,160,864,GasA,4,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,Typ,0,0,1989.0,Unf,2,576,3,3,Y,216,0,0,0,0,0,0,3,2009,WD,97000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11.48247656671073,-1.5180047635934562,0.28666240521625697,0.010625531461720017,-1.0214450448231318,0.048018016827081476,-1.530036471639837
225,20,103.0,13472,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2.821425316152009,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,5,3,PConc,5,3,Gd,GLQ,56,Unf,0,2336,2392,GasA,5,Y,SBrkr,2392,0,0,2392,0,0,2,0,3,1,5,8,Typ,1,5,2003.0,Fin,3,968,3,3,Y,248,105,0,0,0,0,0,6,2009,WD,386250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.864242696187505,1.5360398021670059,0.7685284969498531,0.899087757022893,2.6988828895301564,-1.010190354003694,2.89084510256166
226,160,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.7951514718918303,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,630,630,GasA,3,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,3,6,Typ,0,0,1991.0,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,5,2009,COD,112000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,11.626263078808801,-0.28838655599321095,-3.255701628974897,-0.2647766589342007,-0.7730985465875067,0.048018016827081476,-0.7625158500476393
227,60,82.0,9950,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4,3,No,GLQ,565,Unf,0,638,1203,GasA,5,Y,SBrkr,1214,1306,0,2520,0,0,2,1,4,1,4,9,Typ,1,3,1995.0,RFn,3,721,3,3,Y,224,114,0,0,0,0,0,6,2007,WD,290000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,12.577639650232573,1.6924311102358571,0.18264404696275605,0.29934406504082545,1.4072376217458504,-0.8117762844729237,0.8894533993076682
228,160,21.0,1869,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.07183611428306244,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,3,3,CBlock,3,3,No,Rec,321,Unf,0,162,483,GasA,3,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,3,5,Typ,0,0,1987.0,Unf,1,280,3,3,Y,0,0,0,0,0,0,0,9,2008,WD,106000,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,11.571203807011969,-1.1189722243225042,-3.0496860344939574,-0.49634595778651797,-1.3355303220034815,0.048018016827081476,-0.28238251501497574
229,20,70.0,8521,Pave,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,-0.7951514718918303,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,842,Unf,0,70,912,GasA,3,Y,SBrkr,912,0,0,912,0,0,1,0,3,1,3,5,Typ,1,2,1974.0,Unf,1,336,3,3,Y,0,0,0,0,0,0,0,5,2010,WD,125000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,11.736077016252437,-1.3559153824561168,-0.11709387060555836,0.057779490483681785,-0.9045761044769554,0.21336307476939018,-0.9174313320144816
230,120,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,0.6514792433257054,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4,3,Av,GLQ,16,Unf,0,1357,1373,GasA,5,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,4,7,Typ,1,3,2005.0,Fin,2,430,3,3,Y,143,20,0,0,0,0,0,5,2009,WD,192500,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,12.167856627501678,0.24419168111752357,-2.0212750737552962,0.4146627914186149,0.4394167095040755,-1.0763283771806176,0.5952256603977392
231,20,73.0,8760,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.07183611428306244,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,1194,1194,GasA,3,Y,SBrkr,1194,0,0,1194,1,0,1,0,3,1,3,6,Typ,0,0,1959.0,RFn,1,312,3,3,Y,0,0,120,0,0,0,0,4,2010,WD,148000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.904974309480183,-0.5480684574056297,-0.06361468062609581,0.29279291661041773,-0.21797107994316783,0.47791516747708407,-0.18296580979870347
232,60,174.0,15138,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1.3747946009344731,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4,3,No,GLQ,689,Unf,0,773,1462,GasA,5,Y,SBrkr,1490,1304,0,2794,1,0,2,1,4,1,5,9,Typ,1,3,1995.0,Fin,3,810,3,3,Y,0,146,202,0,0,0,0,7,2009,WD,403000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,12.90669432231532,2.0020947139159513,0.9939506953010265,0.4694622594348808,2.056103717626185,-0.7456382612960003,1.6436132998497681
233,160,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,-0.07183611428306244,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,3,3,CBlock,3,3,No,Unf,0,Unf,0,483,483,GasA,3,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,3,5,Typ,1,1,1972.0,Unf,1,288,3,3,Y,0,0,0,0,0,0,0,6,2006,WD,94500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,11.456365695436427,-1.1189722243225042,-3.255701628974897,-0.49634595778651797,-1.3355303220034815,-0.08425802952676548,-0.28238251501497574
234,20,75.0,10650,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,-0.7951514718918303,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,4,Av,LwQ,182,ALQ,712,0,894,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,0,0,1976.0,Unf,1,308,3,3,Y,365,0,0,0,0,0,0,2,2010,WD,128200,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,11.761354623750297,-1.4156777743491162,0.31408606834650243,0.04039381500880794,-0.9484019571067716,-0.08425802952676548,-0.9261038095289956
